brokered_by,status,price,bed,bath,acre_lot,street,city,state,zip_code,house_size,prev_sold_date
69127.0,for_sale,235900.0,2.0,2.0,0.03,104816.0,Elk River,Minnesota,55330.0,1438.0,2003-10-22
80045.0,for_sale,329900.0,4.0,2.0,0.44,304314.0,Elk River,Minnesota,55330.0,2049.0,2018-06-01
52598.0,for_sale,440000.0,4.0,2.0,3.35,1799194.0,Otsego,Minnesota,55330.0,2240.0,2021-11-08
10714.0,for_sale,286900.0,4.0,2.0,0.32,261357.0,Elk River,Minnesota,55330.0,1630.0,2019-09-06
79221.0,for_sale,237500.0,2.0,3.0,0.03,498240.0,Elk River,Minnesota,55330.0,1514.0,2017-01-26
52598.0,for_sale,319900.0,3.0,3.0,0.37,518743.0,Elk River,Minnesota,55330.0,1976.0,2004-09-16
22611.0,for_sale,449900.0,4.0,4.0,0.26,265865.0,Elk River,Minnesota,55330.0,3105.0,2016-07-27
52773.0,for_sale,389990.0,4.0,2.0,0.6,125449.0,Elk River,Minnesota,55330.0,2620.0,2014-01-07
13622.0,for_sale,725000.0,5.0,3.0,1.0,358562.0,Otsego,Minnesota,55330.0,3738.0,2017-09-08
79221.0,for_sale,419900.0,6.0,3.0,1.0,1799613.0,Otsego,Minnesota,55330.0,2904.0,2002-09-18
79221.0,for_sale,369900.0,4.0,2.0,0.28,124477.0,Elk River,Minnesota,55330.0,2041.0,2018-05-04
79221.0,for_sale,549900.0,4.0,5.0,3.73,572738.0,Elk River,Minnesota,55330.0,3175.0,2016-11-08
31366.0,for_sale,339900.0,4.0,2.0,0.25,306074.0,Elk River,Minnesota,55330.0,2142.0,2018-06-18
91312.0,for_sale,599900.0,4.0,3.0,1.38,346494.0,Elk River,Minnesota,55330.0,2916.0,2022-03-18
31341.0,for_sale,450000.0,3.0,3.0,0.31,233277.0,Otsego,Minnesota,55330.0,2144.0,2017-08-25
22611.0,for_sale,515000.0,4.0,3.0,0.39,227684.0,Otsego,Minnesota,55330.0,3507.0,2015-03-24
22611.0,for_sale,394000.0,3.0,2.0,0.21,568584.0,Elk River,Minnesota,55330.0,2569.0,2020-03-30
67753.0,for_sale,399500.0,3.0,2.0,0.19,567829.0,Elk River,Minnesota,55330.0,1950.0,2018-11-26
26383.0,for_sale,459420.0,4.0,3.0,0.22,1831256.0,Elk River,Minnesota,55330.0,2179.0,2020-10-09
106615.0,for_sale,504900.0,4.0,3.0,0.33,1605131.0,Otsego,Minnesota,55330.0,3386.0,2018-03-27
30768.0,for_sale,419900.0,4.0,3.0,0.24,1617558.0,Otsego,Minnesota,55330.0,1988.0,2020-04-22
108791.0,for_sale,509535.0,4.0,3.0,0.31,218727.0,Otsego,Minnesota,55330.0,3862.0,2013-09-16
30768.0,for_sale,1425000.0,5.0,5.0,1.01,267997.0,Otsego,Minnesota,55330.0,4790.0,2021-09-24
83315.0,for_sale,590785.0,5.0,4.0,0.6,56423.0,Elk River,Minnesota,55330.0,3512.0,2022-03-28
35476.0,for_sale,89900.0,3.0,1.0,0.26,965891.0,Renville,Minnesota,56284.0,1670.0,2016-02-01
79221.0,for_sale,260000.0,3.0,2.0,1.01,377083.0,Otsego,Minnesota,55330.0,1035.0,2019-10-08
31365.0,for_sale,297000.0,4.0,3.0,0.25,1610686.0,Elk River,Minnesota,55330.0,3308.0,2016-07-19
31371.0,for_sale,354900.0,3.0,2.0,0.82,182137.0,Elk River,Minnesota,55330.0,1639.0,2019-08-23
59547.0,for_sale,274900.0,3.0,2.0,1.01,573120.0,Elk River,Minnesota,55330.0,1756.0,1996-07-16
22611.0,for_sale,424900.0,4.0,2.0,0.64,1774996.0,Elk River,Minnesota,55330.0,3693.0,2004-11-04
59547.0,for_sale,399900.0,4.0,3.0,1.01,1797525.0,Otsego,Minnesota,55330.0,2030.0,2008-05-09
52598.0,for_sale,475000.0,5.0,4.0,0.3,231430.0,Elk River,Minnesota,55330.0,3780.0,1998-01-07
55052.0,for_sale,900000.0,4.0,5.0,0.52,518697.0,Elk River,Minnesota,55330.0,5480.0,1999-05-11
52598.0,for_sale,349900.0,3.0,2.0,0.87,1723903.0,Elk River,Minnesota,55330.0,2891.0,2014-04-02
22611.0,for_sale,329900.0,3.0,2.0,2.5,621516.0,Elk River,Minnesota,55330.0,2106.0,2021-10-19
52598.0,for_sale,425000.0,4.0,4.0,0.28,279392.0,Elk River,Minnesota,55330.0,2941.0,1999-08-27
79221.0,for_sale,429900.0,5.0,3.0,0.45,748030.0,Elk River,Minnesota,55330.0,3015.0,1998-07-14
52773.0,for_sale,390000.0,3.0,3.0,0.22,1612705.0,Otsego,Minnesota,55330.0,2064.0,2020-07-20
31365.0,for_sale,445000.0,3.0,2.0,0.3,475504.0,Otsego,Minnesota,55330.0,3138.0,2020-06-24
52773.0,for_sale,620000.0,8.0,4.0,0.49,383673.0,Otsego,Minnesota,55330.0,5322.0,2007-03-14
84534.0,for_sale,399000.0,4.0,3.0,0.23,42196.0,Elk River,Minnesota,55330.0,2195.0,2018-08-01
24986.0,for_sale,409500.0,4.0,3.0,0.24,1618980.0,Otsego,Minnesota,55330.0,3101.0,2020-01-31
48826.0,for_sale,400000.0,5.0,3.0,0.29,521314.0,Elk River,Minnesota,55330.0,2624.0,2013-06-05
31367.0,for_sale,469000.0,4.0,3.0,0.24,1581907.0,Otsego,Minnesota,55330.0,3356.0,2015-08-11
73375.0,for_sale,349900.0,3.0,2.0,0.28,528656.0,Elk River,Minnesota,55330.0,2596.0,2008-10-23
79221.0,for_sale,650000.0,5.0,4.0,0.35,1642631.0,Otsego,Minnesota,55330.0,4493.0,2017-01-10
30768.0,for_sale,450000.0,4.0,2.0,1.5,643673.0,Corcoran,Minnesota,55340.0,2050.0,2019-06-10
30768.0,for_sale,550000.0,4.0,3.0,0.18,1173174.0,Medina,Minnesota,55340.0,3465.0,2016-03-21
79221.0,for_sale,530000.0,4.0,1.0,6.0,1811150.0,Corcoran,Minnesota,55340.0,2370.0,2012-09-12
79221.0,for_sale,724900.0,5.0,4.0,0.25,1009424.0,Medina,Minnesota,55340.0,4043.0,2012-09-06
81765.0,for_sale,939999.0,5.0,4.0,0.41,1615455.0,Medina,Minnesota,55340.0,5138.0,2015-11-25
83545.0,for_sale,664900.0,4.0,4.0,0.26,575285.0,Corcoran,Minnesota,55340.0,3645.0,2018-04-19
76713.0,for_sale,620000.0,3.0,3.0,0.22,1094518.0,Medina,Minnesota,55340.0,2838.0,2005-04-06
98656.0,for_sale,1275000.0,5.0,5.0,0.49,1147127.0,Medina,Minnesota,55340.0,5112.0,2004-02-23
23592.0,for_sale,3495000.0,5.0,7.0,5.03,805181.0,Medina,Minnesota,55340.0,8604.0,2021-03-10
60010.0,for_sale,635888.0,3.0,3.0,0.17,574948.0,Corcoran,Minnesota,55340.0,3191.0,2020-05-07
52773.0,for_sale,750000.0,3.0,2.0,2.5,1538736.0,Chanhassen,Minnesota,55331.0,3506.0,1993-02-01
22611.0,for_sale,399000.0,3.0,2.0,0.46,1360274.0,Shorewood,Minnesota,55331.0,1773.0,2019-08-01
77389.0,for_sale,10995000.0,5.0,9.0,1.37,1405263.0,Greenwood,Minnesota,55331.0,19253.0,2013-03-06
31373.0,for_sale,429900.0,4.0,2.0,0.49,1443109.0,Shorewood,Minnesota,55331.0,2518.0,2016-07-08
56350.0,for_sale,785000.0,4.0,4.0,1.25,1505503.0,Victoria,Minnesota,55331.0,3820.0,2011-05-06
22611.0,for_sale,599000.0,2.0,1.0,0.1,1228775.0,Excelsior,Minnesota,55331.0,1105.0,2019-11-08
22611.0,for_sale,649000.0,4.0,4.0,0.19,1528535.0,Minnetrista,Minnesota,55331.0,4362.0,2019-08-12
31373.0,for_sale,850000.0,5.0,4.0,0.96,837767.0,Shorewood,Minnesota,55331.0,3363.0,2003-07-18
22611.0,for_sale,1350000.0,4.0,4.0,0.15,341733.0,Excelsior,Minnesota,55331.0,2785.0,2012-02-09
79221.0,for_sale,410000.0,3.0,3.0,0.04,1562441.0,Minnetrista,Minnesota,55331.0,2336.0,2018-09-12
56336.0,for_sale,419000.0,3.0,3.0,0.04,1560843.0,Minnetrista,Minnesota,55331.0,2336.0,2020-11-03
78167.0,for_sale,529900.0,3.0,3.0,0.16,583610.0,Shorewood,Minnesota,55331.0,2719.0,2006-09-07
52601.0,for_sale,575000.0,3.0,4.0,0.06,1306323.0,Shorewood,Minnesota,55331.0,3472.0,2020-12-22
84534.0,for_sale,699900.0,5.0,4.0,0.3,1220132.0,Minnetrista,Minnesota,55331.0,4090.0,2017-03-28
22611.0,for_sale,1450000.0,3.0,4.0,0.12,1028658.0,Excelsior,Minnesota,55331.0,3848.0,2020-01-29
31373.0,for_sale,1375000.0,6.0,5.0,0.46,816183.0,Shorewood,Minnesota,55331.0,6273.0,2015-06-08
22611.0,for_sale,695000.0,4.0,3.0,0.21,1217667.0,Minnetrista,Minnesota,55331.0,3205.0,2018-11-27
52964.0,for_sale,1169725.0,3.0,3.0,0.23,1535126.0,Victoria,Minnesota,55331.0,3673.0,2021-04-26
50206.0,for_sale,1499999.0,3.0,4.0,0.42,589052.0,Excelsior,Minnesota,55331.0,3844.0,2021-08-17
22611.0,for_sale,1412464.0,5.0,6.0,0.59,1210869.0,Minnetrista,Minnesota,55331.0,5842.0,2021-12-16
52964.0,for_sale,1231395.0,3.0,3.0,0.23,1538225.0,Victoria,Minnesota,55331.0,3880.0,2022-02-17
57600.0,for_sale,1551230.0,5.0,7.0,0.53,792096.0,Shorewood,Minnesota,55331.0,6577.0,2018-09-11
101639.0,for_sale,2750000.0,4.0,5.0,1.04,949121.0,Chanhassen,Minnesota,55331.0,7612.0,2013-11-25
56338.0,for_sale,199900.0,3.0,3.0,0.03,237967.0,Hopkins,Minnesota,55343.0,1323.0,2006-04-12
78167.0,for_sale,299900.0,3.0,2.0,0.23,1622512.0,Eden Prairie,Minnesota,55344.0,1614.0,2016-04-18
89771.0,for_sale,379900.0,4.0,2.0,0.27,512948.0,Eden Prairie,Minnesota,55346.0,2038.0,2018-02-22
30768.0,for_sale,475000.0,5.0,2.0,0.38,468074.0,Eden Prairie,Minnesota,55346.0,2228.0,2016-07-22
34729.0,for_sale,475000.0,5.0,3.0,0.33,1637201.0,Eden Prairie,Minnesota,55346.0,2292.0,2003-09-17
78167.0,for_sale,439900.0,4.0,2.0,0.23,1614874.0,Eden Prairie,Minnesota,55346.0,1657.0,2021-12-07
79221.0,for_sale,439900.0,3.0,2.0,0.55,1538755.0,Eden Prairie,Minnesota,55346.0,2234.0,2001-10-24
78167.0,for_sale,549900.0,5.0,3.0,0.39,1590188.0,Eden Prairie,Minnesota,55346.0,2950.0,2013-10-03
22611.0,for_sale,575000.0,4.0,5.0,0.31,1635691.0,Eden Prairie,Minnesota,55346.0,3034.0,2021-04-06
79221.0,for_sale,249900.0,2.0,2.0,0.78,1707916.0,Eden Prairie,Minnesota,55347.0,1226.0,2020-04-08
52777.0,for_sale,499000.0,5.0,4.0,0.43,506906.0,Eden Prairie,Minnesota,55347.0,3220.0,1998-08-14
83302.0,for_sale,470000.0,3.0,3.0,0.1,559661.0,Eden Prairie,Minnesota,55347.0,2580.0,2022-01-06
22611.0,for_sale,524900.0,2.0,3.0,0.07,555517.0,Eden Prairie,Minnesota,55347.0,2644.0,2018-11-21
78167.0,for_sale,1600000.0,5.0,7.0,1.11,1836581.0,Eden Prairie,Minnesota,55347.0,7850.0,2019-08-05
22611.0,for_sale,750000.0,4.0,3.0,0.5,1715494.0,Eden Prairie,Minnesota,55347.0,4060.0,2018-08-28
20970.0,for_sale,610000.0,4.0,4.0,0.24,507513.0,Eden Prairie,Minnesota,55347.0,3493.0,1995-12-22
31361.0,for_sale,475000.0,3.0,4.0,0.35,1664057.0,Eden Prairie,Minnesota,55347.0,2072.0,2006-06-28
52772.0,for_sale,289900.0,4.0,2.0,0.38,931459.0,Howard Lake,Minnesota,55349.0,2526.0,2007-03-29
83146.0,for_sale,399900.0,6.0,3.0,0.26,926930.0,Howard Lake,Minnesota,55349.0,3061.0,2021-01-07
31362.0,for_sale,195000.0,3.0,2.0,0.25,1598737.0,Howard Lake,Minnesota,55349.0,2155.0,2018-04-30
52598.0,for_sale,249900.0,2.0,2.0,0.15,301020.0,Howard Lake,Minnesota,55349.0,1116.0,2016-06-20
31365.0,for_sale,269900.0,5.0,2.0,0.28,149975.0,Howard Lake,Minnesota,55349.0,2068.0,2018-04-10
57847.0,for_sale,379900.0,3.0,2.0,0.29,126303.0,Howard Lake,Minnesota,55349.0,2430.0,2021-08-09
31347.0,for_sale,400000.0,6.0,4.0,0.44,1704417.0,Howard Lake,Minnesota,55349.0,2933.0,2021-05-04
31347.0,for_sale,597900.0,5.0,2.0,5.75,1731935.0,Howard Lake,Minnesota,55349.0,3200.0,2005-09-09
79221.0,for_sale,349900.0,4.0,3.0,0.22,1210283.0,Howard Lake,Minnesota,55349.0,2236.0,2008-11-10
57847.0,for_sale,374900.0,4.0,3.0,0.28,679784.0,Howard Lake,Minnesota,55349.0,2533.0,2021-08-09
22611.0,for_sale,219900.0,2.0,3.0,0.23,222811.0,Howard Lake,Minnesota,55349.0,2112.0,2021-06-18
78167.0,for_sale,264999.0,3.0,2.0,0.03,452889.0,Waconia,Minnesota,55387.0,1445.0,2018-01-09
71244.0,for_sale,469000.0,4.0,3.0,0.43,547686.0,Elk River,Minnesota,55330.0,3323.0,2021-12-29
53245.0,for_sale,375000.0,3.0,2.0,1.31,184213.0,Elk River,Minnesota,55330.0,1774.0,2014-10-02
79221.0,for_sale,339900.0,3.0,2.0,1.49,337800.0,Otsego,Minnesota,55330.0,3546.0,2015-04-27
79221.0,for_sale,239900.0,2.0,2.0,1.0,1716501.0,Otsego,Minnesota,55330.0,2016.0,1985-05-31
109855.0,for_sale,299999.0,2.0,2.0,0.08,83199.0,Elk River,Minnesota,55330.0,1500.0,2004-06-09
12873.0,for_sale,724900.0,3.0,3.0,2.14,257475.0,Elk River,Minnesota,55330.0,3000.0,2011-12-30
52773.0,for_sale,220000.0,3.0,2.0,1.31,431451.0,Elk River,Minnesota,55330.0,1344.0,2016-07-19
52772.0,for_sale,295000.0,3.0,2.0,0.24,536757.0,Elk River,Minnesota,55330.0,1972.0,2019-06-03
48826.0,for_sale,359900.0,5.0,3.0,1.0,1796972.0,Otsego,Minnesota,55330.0,2580.0,1992-10-31
79221.0,for_sale,580000.0,4.0,3.0,0.27,475538.0,Otsego,Minnesota,55330.0,2740.0,2021-01-07
79221.0,for_sale,400000.0,5.0,2.0,2.57,713811.0,Elk River,Minnesota,55330.0,2812.0,1993-04-01
22611.0,for_sale,325000.0,2.0,1.0,0.4,97414.0,Elk River,Minnesota,55330.0,2182.0,2013-02-20
55052.0,for_sale,300000.0,3.0,2.0,1.04,611575.0,Elk River,Minnesota,55330.0,1408.0,1998-01-09
59547.0,for_sale,225000.0,2.0,2.0,0.02,495704.0,Elk River,Minnesota,55330.0,1222.0,2019-10-02
68173.0,for_sale,309000.0,4.0,2.0,2.5,632905.0,Elk River,Minnesota,55330.0,1728.0,2016-09-08
79221.0,for_sale,575000.0,4.0,3.0,0.52,258367.0,Elk River,Minnesota,55330.0,4058.0,2007-05-23
48826.0,for_sale,195000.0,2.0,2.0,0.01,444990.0,Otsego,Minnesota,55330.0,928.0,2006-08-08
52777.0,for_sale,399900.0,4.0,3.0,0.22,1623644.0,Otsego,Minnesota,55330.0,3976.0,2021-01-13
82178.0,for_sale,454900.0,4.0,4.0,0.33,550429.0,Elk River,Minnesota,55330.0,3502.0,2005-07-28
13622.0,for_sale,600000.0,3.0,3.0,1.16,314204.0,Elk River,Minnesota,55330.0,2838.0,2010-05-14
48826.0,for_sale,400000.0,3.0,3.0,0.32,1699502.0,Otsego,Minnesota,55330.0,2406.0,2002-07-05
108788.0,for_sale,410000.0,5.0,4.0,0.29,520991.0,Elk River,Minnesota,55330.0,3020.0,2007-01-04
26383.0,for_sale,454560.0,4.0,3.0,0.19,1831004.0,Elk River,Minnesota,55330.0,1989.0,2020-10-09
79221.0,for_sale,375000.0,2.0,2.0,0.25,564708.0,Elk River,Minnesota,55330.0,1815.0,2018-10-31
31850.0,for_sale,375000.0,5.0,3.0,0.28,53795.0,Elk River,Minnesota,55330.0,2311.0,2013-10-31
6360.0,for_sale,524900.0,5.0,4.0,1.0,724565.0,Elk River,Minnesota,55330.0,3294.0,2003-08-13
83315.0,for_sale,385000.0,3.0,2.0,0.21,570751.0,Elk River,Minnesota,55330.0,1534.0,2020-02-10
79221.0,for_sale,384900.0,4.0,3.0,0.26,1302808.0,Kimball,Minnesota,55353.0,3108.0,2021-06-02
79221.0,for_sale,349900.0,4.0,3.0,0.25,1271916.0,Kimball,Minnesota,55353.0,2236.0,2021-06-02
34918.0,for_sale,559000.0,5.0,4.0,0.25,1825175.0,Hanover,Minnesota,55341.0,4656.0,2021-05-26
79221.0,for_sale,1400000.0,4.0,6.0,3.1,82904.0,Hanover,Minnesota,55341.0,6903.0,2018-01-18
57372.0,for_sale,499900.0,4.0,3.0,0.53,1415187.0,Hanover,Minnesota,55341.0,2686.0,2013-06-13
52601.0,for_sale,700000.0,5.0,4.0,4.97,90147.0,Hanover,Minnesota,55341.0,4476.0,1997-12-11
34918.0,for_sale,469390.0,4.0,3.0,0.23,1825708.0,Hanover,Minnesota,55341.0,2511.0,2021-12-10
75297.0,for_sale,350000.0,3.0,2.0,0.33,137628.0,Hanover,Minnesota,55341.0,2250.0,2013-03-04
22611.0,for_sale,464900.0,4.0,4.0,0.31,1606812.0,Hanover,Minnesota,55341.0,3120.0,2005-08-30
83314.0,for_sale,575000.0,4.0,3.0,0.28,88587.0,Hanover,Minnesota,55341.0,4342.0,2004-10-25
30604.0,for_sale,450000.0,4.0,3.0,0.48,1723060.0,Hanover,Minnesota,55341.0,2277.0,2017-08-01
48826.0,for_sale,387900.0,2.0,2.0,0.07,97117.0,Hanover,Minnesota,55341.0,2426.0,2019-10-15
48826.0,for_sale,437900.0,3.0,2.0,0.07,101848.0,Hanover,Minnesota,55341.0,2834.0,2019-10-15
37058.0,for_sale,630000.0,3.0,3.0,0.5,434108.0,Minnetonka,Minnesota,55345.0,4722.0,1992-07-07
79221.0,for_sale,309900.0,2.0,2.0,0.05,549243.0,Minnetonka,Minnesota,55345.0,1352.0,2021-02-19
22611.0,for_sale,399999.0,4.0,2.0,0.24,1303923.0,Minnetonka,Minnesota,55345.0,2344.0,2018-02-08
78442.0,for_sale,425000.0,4.0,3.0,0.39,309258.0,Minnetonka,Minnesota,55345.0,2075.0,1997-10-14
38937.0,for_sale,594900.0,4.0,3.0,0.62,1345445.0,Minnetonka,Minnesota,55345.0,2830.0,2016-12-14
31375.0,for_sale,230000.0,2.0,2.0,0.03,555003.0,Minnetonka,Minnesota,55345.0,1412.0,2018-11-06
31364.0,for_sale,700000.0,4.0,4.0,0.57,565624.0,Minnetonka,Minnesota,55345.0,3914.0,2021-03-11
22611.0,for_sale,1199999.0,4.0,4.0,0.47,1289090.0,Minnetonka,Minnesota,55345.0,1600.0,2014-08-06
23592.0,for_sale,700000.0,4.0,4.0,0.7,1398153.0,Minnetonka,Minnesota,55345.0,3452.0,2017-06-28
22646.0,for_sale,1599900.0,5.0,5.0,0.61,542460.0,Eden Prairie,Minnesota,55347.0,6621.0,2016-01-13
13622.0,for_sale,499900.0,4.0,3.0,0.22,550219.0,Eden Prairie,Minnesota,55347.0,3784.0,2002-07-31
31342.0,for_sale,825000.0,4.0,4.0,0.31,498673.0,Eden Prairie,Minnesota,55347.0,4446.0,2019-12-02
41974.0,for_sale,779900.0,5.0,4.0,0.51,1682309.0,Eden Prairie,Minnesota,55347.0,3590.0,2011-12-12
52964.0,for_sale,980000.0,2.0,2.0,0.28,475660.0,Eden Prairie,Minnesota,55347.0,2930.0,2020-06-29
19319.0,for_sale,215000.0,2.0,2.0,0.81,800485.0,South Haven,Minnesota,55382.0,1935.0,2004-07-27
15643.0,for_sale,479900.0,4.0,3.0,0.52,638603.0,Cold Spring,Minnesota,56320.0,3688.0,2005-03-14
16001.0,for_sale,425000.0,2.0,2.0,0.34,658551.0,Richmond,Minnesota,56368.0,1697.0,2021-09-10
13622.0,for_sale,275000.0,3.0,2.0,0.57,103442.0,South Haven,Minnesota,55382.0,1568.0,2020-08-20
31347.0,for_sale,484900.0,2.0,1.0,0.29,265598.0,South Haven,Minnesota,55382.0,1326.0,2009-05-19
52777.0,for_sale,225000.0,2.0,2.0,0.93,535603.0,Eden Prairie,Minnesota,55347.0,1225.0,1999-11-12
56350.0,for_sale,1299000.0,4.0,5.0,0.67,1812259.0,Eden Prairie,Minnesota,55347.0,6113.0,2007-10-25
31354.0,for_sale,995000.0,5.0,6.0,0.65,1800239.0,Eden Prairie,Minnesota,55347.0,6890.0,2011-06-06
56336.0,for_sale,599900.0,5.0,4.0,0.53,1773670.0,Eden Prairie,Minnesota,55347.0,3742.0,2003-08-01
22611.0,for_sale,1199000.0,6.0,5.0,0.54,1732206.0,Eden Prairie,Minnesota,55347.0,6018.0,2003-01-31
83315.0,for_sale,594000.0,5.0,4.0,0.4,1773629.0,Eden Prairie,Minnesota,55347.0,3874.0,2011-07-07
22611.0,for_sale,555000.0,4.0,4.0,0.28,1665536.0,Eden Prairie,Minnesota,55347.0,3098.0,2018-04-30
56350.0,for_sale,1495000.0,4.0,5.0,0.45,1756641.0,Eden Prairie,Minnesota,55347.0,5090.0,2017-07-25
56977.0,for_sale,299900.0,4.0,2.0,0.25,667930.0,Waverly,Minnesota,55390.0,2184.0,2017-05-19
31349.0,for_sale,525000.0,5.0,4.0,0.47,1740276.0,Saint Bonifacius,Minnesota,55375.0,3549.0,2020-03-20
34918.0,for_sale,516490.0,4.0,3.0,0.25,1825405.0,Hanover,Minnesota,55341.0,2871.0,2021-03-09
31347.0,for_sale,225000.0,2.0,2.0,0.03,53307.0,Waconia,Minnesota,55387.0,1037.0,2017-08-22
83300.0,for_sale,329900.0,3.0,2.0,0.32,372747.0,Waconia,Minnesota,55387.0,1901.0,2006-08-09
81619.0,for_sale,389900.0,4.0,2.0,0.24,309318.0,Waconia,Minnesota,55387.0,1831.0,2014-06-06
55052.0,for_sale,375000.0,4.0,2.0,0.23,276147.0,Waconia,Minnesota,55387.0,1808.0,1999-11-17
13622.0,for_sale,369000.0,3.0,2.0,0.36,1287851.0,Minnetonka,Minnesota,55345.0,1933.0,2005-06-20
22611.0,for_sale,250000.0,2.0,2.0,0.07,533813.0,Minnetonka,Minnesota,55345.0,1381.0,2019-10-01
22611.0,for_sale,769000.0,3.0,3.0,0.16,571600.0,Minnetonka,Minnesota,55345.0,3530.0,2004-02-18
34729.0,for_sale,489000.0,4.0,3.0,0.32,502369.0,Minnetonka,Minnesota,55345.0,1989.0,1992-02-12
83315.0,for_sale,799900.0,4.0,3.0,0.74,1410821.0,Minnetonka,Minnesota,55345.0,3824.0,2018-11-30
31355.0,for_sale,979000.0,4.0,4.0,0.86,1235639.0,Minnetonka,Minnesota,55345.0,3066.0,2008-11-04
83315.0,for_sale,1000000.0,4.0,3.0,0.52,1401649.0,Minnetonka,Minnesota,55345.0,3816.0,2021-07-29
48826.0,for_sale,379900.0,4.0,3.0,0.29,1518237.0,Waverly,Minnesota,55390.0,2036.0,2018-05-21
52773.0,for_sale,469900.0,4.0,3.0,0.39,1386403.0,Mayer,Minnesota,55360.0,2832.0,2017-07-11
26383.0,for_sale,416805.0,3.0,2.0,0.22,1096865.0,Delano,Minnesota,55328.0,1866.0,2021-01-12
76472.0,for_sale,811659.0,4.0,3.0,0.35,1792540.0,Minnetrista,Minnesota,55387.0,4028.0,2021-10-14
76472.0,for_sale,699458.0,3.0,3.0,0.29,1783612.0,Minnetrista,Minnesota,55387.0,4028.0,2021-10-14
67753.0,for_sale,464800.0,2.0,2.0,0.27,1292117.0,Rockford,Minnesota,55373.0,3168.0,2021-04-27
52964.0,for_sale,1468195.0,3.0,3.0,0.49,398358.0,Waconia,Minnesota,55387.0,3665.0,2021-06-18
52964.0,for_sale,1376650.0,3.0,3.0,0.49,427128.0,Waconia,Minnesota,55387.0,3665.0,2020-07-16
79221.0,for_sale,599900.0,5.0,4.0,0.35,513758.0,Waconia,Minnesota,55387.0,4463.0,2002-10-29
55118.0,for_sale,389900.0,3.0,3.0,0.36,1752846.0,Saint Bonifacius,Minnesota,55375.0,2495.0,2001-01-08
52777.0,for_sale,339900.0,3.0,2.0,0.34,1769963.0,Waverly,Minnesota,55390.0,2800.0,2015-03-10
78167.0,for_sale,437500.0,4.0,3.0,0.24,593356.0,Waconia,Minnesota,55387.0,3146.0,2004-01-05
48826.0,for_sale,324900.0,3.0,2.0,0.24,1147640.0,Waverly,Minnesota,55390.0,2228.0,2018-06-20
78167.0,for_sale,240000.0,2.0,2.0,0.03,443498.0,Waconia,Minnesota,55387.0,1470.0,2005-12-02
78167.0,for_sale,649850.0,5.0,5.0,0.92,1284858.0,Minnetrista,Minnesota,55375.0,4372.0,2013-09-23
48826.0,for_sale,349900.0,3.0,2.0,0.22,1532872.0,Waverly,Minnesota,55390.0,1596.0,2018-06-20
48826.0,for_sale,362900.0,4.0,3.0,0.33,1174110.0,Waverly,Minnesota,55390.0,1995.0,2018-06-20
52964.0,for_sale,707910.0,3.0,3.0,0.19,58269.0,Waconia,Minnesota,55387.0,2243.0,2021-07-26
78517.0,for_sale,364900.0,4.0,3.0,0.08,1457392.0,Rockford,Minnesota,55373.0,2936.0,2011-05-05
52964.0,for_sale,632690.0,3.0,3.0,0.19,131146.0,Waconia,Minnesota,55387.0,2243.0,2021-03-19
48826.0,for_sale,377900.0,5.0,3.0,0.3,1323495.0,Waverly,Minnesota,55390.0,2253.0,2018-06-20
48826.0,for_sale,314900.0,2.0,2.0,0.21,1532454.0,Waverly,Minnesota,55390.0,1481.0,2018-06-20
52964.0,for_sale,1050630.0,4.0,3.0,0.19,201048.0,Waconia,Minnesota,55387.0,3983.0,2021-01-22
52964.0,for_sale,994385.0,4.0,3.0,0.19,186239.0,Waconia,Minnesota,55387.0,3983.0,2021-10-04
52772.0,for_sale,190000.0,3.0,2.0,0.34,243655.0,Waverly,Minnesota,55390.0,1624.0,2004-02-18
11198.0,for_sale,249900.0,4.0,2.0,0.36,1509711.0,Winsted,Minnesota,55395.0,2016.0,2019-10-15
48826.0,for_sale,361000.0,4.0,2.0,0.24,1533898.0,Waverly,Minnesota,55390.0,1995.0,2018-06-20
22611.0,for_sale,394990.0,4.0,3.0,0.3,1578410.0,Waverly,Minnesota,55390.0,3260.0,2016-12-07
31347.0,for_sale,399900.0,3.0,4.0,0.32,132255.0,Watertown,Minnesota,55388.0,3150.0,2015-08-20
65354.0,for_sale,324900.0,3.0,2.0,0.3,690112.0,Watertown,Minnesota,55388.0,1885.0,2013-08-28
48826.0,for_sale,340000.0,3.0,2.0,0.34,1314933.0,Waverly,Minnesota,55390.0,2228.0,2018-06-20
71759.0,for_sale,750000.0,5.0,5.0,0.5,1280041.0,Minnetrista,Minnesota,55375.0,4321.0,2019-09-18
57847.0,for_sale,323900.0,3.0,2.0,0.11,1807845.0,Montrose,Minnesota,55363.0,1975.0,2021-05-26
79221.0,for_sale,385000.0,5.0,3.0,0.34,1727511.0,Saint Bonifacius,Minnesota,55375.0,2646.0,2009-07-22
31349.0,for_sale,615000.0,4.0,3.0,0.24,1583717.0,Waconia,Minnesota,55387.0,3538.0,2018-10-01
31349.0,for_sale,485000.0,5.0,4.0,0.26,299877.0,Waconia,Minnesota,55387.0,3313.0,2013-03-20
22611.0,for_sale,599999.0,5.0,4.0,0.28,401984.0,Waconia,Minnesota,55387.0,3536.0,1997-02-19
50955.0,for_sale,359900.0,4.0,3.0,0.18,1533136.0,Waverly,Minnesota,55390.0,2320.0,2020-07-02
