price,bed,bath,acre_lot,city,house_size
370900.0,4.0,3.0,0.34,Big Lake,2429.0
339000.0,3.0,2.0,0.23,Cologne,2052.0
385000.0,4.0,3.0,0.27,Cologne,2836.0
169900.0,2.0,1.0,0.3,Watkins,2476.0
250000.0,3.0,2.0,0.32,Richmond,2008.0
311900.0,3.0,2.0,0.4,Kimball,1271.0
59900.0,2.0,1.0,0.1,Dassel,1153.0
384900.0,4.0,3.0,0.2,Dassel,2832.0
489830.0,4.0,3.0,0.24,Carver,2511.0
539320.0,3.0,3.0,0.27,Carver,2496.0
495840.0,3.0,3.0,0.19,Carver,1943.0
474990.0,3.0,3.0,0.17,Carver,1914.0
516720.0,2.0,2.0,0.14,Carver,1891.0
604380.0,3.0,3.0,0.17,Carver,3191.0
533015.0,3.0,2.0,0.21,Carver,1892.0
380000.0,4.0,3.0,0.31,Delano,2614.0
379900.0,5.0,2.0,0.29,Delano,2136.0
219000.0,2.0,2.0,0.04,Delano,1172.0
162000.0,3.0,2.0,0.14,Sleepy Eye,2208.0
309900.0,3.0,3.0,0.26,New Ulm,3792.0
194900.0,4.0,2.0,0.19,New Ulm,2541.0
169900.0,2.0,1.0,0.15,Watkins,576.0
159900.0,2.0,2.0,0.2,New Ulm,1672.0
184900.0,4.0,1.0,0.19,New Ulm,2355.0
259900.0,4.0,2.0,0.43,Eden Valley,2080.0
847000.0,3.0,3.0,0.46,Spicer,2904.0
279900.0,3.0,2.0,0.28,Elk River,2472.0
330000.0,4.0,3.0,0.31,Elk River,2812.0
349900.0,4.0,3.0,0.39,Elk River,2250.0
499900.0,4.0,3.0,0.26,Otsego,2373.0
425000.0,3.0,4.0,0.24,Otsego,2952.0
360000.0,2.0,2.0,0.22,Excelsior,374.0
525000.0,4.0,3.0,0.5,Shorewood,3407.0
725000.0,4.0,4.0,0.69,Shorewood,3701.0
1325000.0,3.0,3.0,0.11,Excelsior,2519.0
585000.0,4.0,4.0,0.15,Minnetrista,3312.0
1049900.0,4.0,3.0,0.57,Shorewood,2688.0
2200000.0,4.0,4.0,0.33,Minnetrista,4411.0
270000.0,4.0,2.0,0.36,Cokato,2516.0
290000.0,3.0,2.0,0.26,Cokato,2117.0
272000.0,4.0,3.0,0.27,Cokato,2464.0
190000.0,2.0,2.0,0.04,Cokato,2309.0
1.0,2.0,2.0,0.19,Cokato,1920.0
425000.0,4.0,3.0,0.31,Burnsville,2814.0
425900.0,3.0,2.0,0.28,Cold Spring,1828.0
439900.0,3.0,3.0,0.42,New Ulm,3848.0
285000.0,2.0,2.0,0.07,Litchfield,1325.0
434900.0,5.0,3.0,0.33,New Ulm,3368.0
532900.0,2.0,2.0,0.4,Dayton,3346.0
488310.0,2.0,2.0,0.18,Dayton,3732.0
573570.0,5.0,3.0,0.24,Dayton,4426.0
466055.0,4.0,3.0,0.19,Dayton,2773.0
474575.0,4.0,4.0,0.23,Dayton,2513.0
526025.0,4.0,3.0,0.32,Dayton,2439.0
519635.0,4.0,3.0,0.35,Dayton,2692.0
509985.0,4.0,3.0,0.34,Dayton,2692.0
579900.0,3.0,3.0,0.27,Dayton,2884.0
539935.0,4.0,3.0,0.28,Dayton,3918.0
485205.0,2.0,2.0,0.25,Dayton,3406.0
431275.0,2.0,2.0,0.19,Dayton,1303.0
471515.0,4.0,3.0,0.22,Dayton,2268.0
600000.0,5.0,4.0,0.2,Dayton,3400.0
462835.0,3.0,3.0,0.26,Dayton,1763.0
479515.0,4.0,4.0,0.21,Dayton,2462.0
481515.0,4.0,4.0,0.23,Dayton,2513.0
435695.0,4.0,3.0,0.27,Delano,1988.0
499999.0,3.0,3.0,0.35,Excelsior,2507.0
424900.0,4.0,2.0,0.62,Shorewood,1837.0
459900.0,3.0,3.0,0.31,Shorewood,2401.0
399999.0,3.0,3.0,0.52,Shorewood,2304.0
375000.0,3.0,1.0,0.23,Tonka Bay,1315.0
575000.0,5.0,4.0,0.35,Chanhassen,2982.0
525000.0,3.0,2.0,0.16,Minnetrista,1935.0
379500.0,2.0,2.0,0.1,Shorewood,1460.0
349900.0,4.0,3.0,0.03,Minnetrista,1746.0
689900.0,5.0,3.0,0.7,Chanhassen,3030.0
735000.0,4.0,3.0,0.25,Minnetrista,4271.0
625000.0,4.0,4.0,0.28,Chanhassen,2810.0
600000.0,3.0,4.0,0.32,Chanhassen,2484.0
675000.0,2.0,3.0,0.06,Shorewood,2970.0
899000.0,3.0,2.0,0.06,Chanhassen,2110.0
700000.0,4.0,3.0,0.31,Tonka Bay,2521.0
999900.0,4.0,4.0,0.04,Excelsior,2663.0
2300000.0,5.0,4.0,0.39,Deephaven,4204.0
448435.0,2.0,2.0,0.21,Dayton,2899.0
545240.0,4.0,3.0,0.31,Dayton,3725.0
512340.0,4.0,3.0,0.36,Dayton,2905.0
474515.0,4.0,3.0,0.35,Dayton,2268.0
489506.0,4.0,4.0,0.24,Dayton,2462.0
342000.0,5.0,2.0,0.41,Elk River,2700.0
325000.0,4.0,3.0,0.22,Elk River,1933.0
409172.0,3.0,2.0,0.41,Otsego,2924.0
437765.0,4.0,4.0,0.26,Elk River,2532.0
525000.0,4.0,3.0,0.27,Otsego,3329.0
434995.0,4.0,3.0,0.27,Elk River,2618.0
419515.0,4.0,4.0,0.21,Elk River,2242.0
627790.0,3.0,2.0,0.61,Elk River,3903.0
474900.0,4.0,3.0,0.42,Elk River,3782.0
289900.0,4.0,2.0,0.29,Elk River,1673.0
223900.0,2.0,2.0,0.02,Otsego,1290.0
248700.0,3.0,2.0,0.06,Elk River,1824.0
289900.0,4.0,2.0,0.7,Elk River,1835.0
389900.0,4.0,2.0,0.45,Elk River,2820.0
225000.0,2.0,2.0,0.02,Elk River,1422.0
275000.0,2.0,3.0,0.05,Elk River,1350.0
455000.0,5.0,4.0,0.33,Elk River,3376.0
229900.0,2.0,2.0,0.02,Elk River,1486.0
300000.0,3.0,2.0,0.2,Elk River,1908.0
525000.0,4.0,3.0,0.34,Elk River,3509.0
600722.0,4.0,3.0,0.49,Otsego,3862.0
475000.0,5.0,4.0,0.24,Otsego,3280.0
490000.0,4.0,3.0,0.3,Otsego,3379.0
500000.0,5.0,4.0,0.31,Otsego,3398.0
454770.0,4.0,3.0,0.22,Elk River,2103.0
509589.0,4.0,3.0,0.35,Otsego,3862.0
531164.0,4.0,3.0,0.38,Otsego,3862.0
396000.0,3.0,2.0,0.3,Elk River,2569.0
475000.0,3.0,2.0,0.38,Tonka Bay,2118.0
573580.0,4.0,3.0,0.19,Minnetrista,2464.0
1152795.0,3.0,3.0,0.3,Shorewood,2988.0
299900.0,3.0,2.0,0.34,Delano,2804.0
230000.0,2.0,2.0,0.09,Delano,1133.0
360000.0,3.0,1.0,0.31,Delano,2294.0
374900.0,4.0,3.0,0.55,Delano,2716.0
330000.0,4.0,2.0,0.35,Delano,1978.0
375000.0,3.0,2.0,0.22,Delano,2085.0
499999.0,4.0,4.0,0.29,Delano,2783.0
625000.0,5.0,4.0,0.29,Delano,3526.0
409000.0,4.0,3.0,0.23,Delano,2326.0
399900.0,3.0,2.0,0.34,Delano,1783.0
214900.0,3.0,2.0,0.17,Delano,2864.0
310000.0,3.0,2.0,0.24,Delano,1780.0
439000.0,4.0,4.0,0.21,Delano,3236.0
385000.0,4.0,2.0,0.29,Delano,2306.0
323500.0,3.0,2.0,0.31,Delano,2392.0
424900.0,3.0,3.0,0.29,Delano,2674.0
179900.0,4.0,1.0,0.13,Delano,2647.0
509900.0,5.0,4.0,0.23,Delano,3490.0
349900.0,5.0,2.0,0.5,Dayton,2700.0
375000.0,4.0,2.0,0.37,Dayton,2770.0
457490.0,4.0,3.0,0.29,Dayton,2103.0
779900.0,5.0,3.0,0.34,Dayton,4452.0
475775.0,4.0,3.0,0.35,Dayton,2268.0
565000.0,3.0,2.0,0.31,Cold Spring,1850.0
316900.0,3.0,2.0,0.27,Kimball,1344.0
160000.0,2.0,1.0,0.5,Cold Spring,1955.0
179900.0,3.0,1.0,0.3,South Haven,1020.0
299898.0,4.0,2.0,0.31,Cold Spring,2284.0
236900.0,3.0,2.0,0.38,Cold Spring,1864.0
214900.0,4.0,2.0,0.31,Cold Spring,2320.0
550000.0,3.0,3.0,0.68,Richmond,2638.0
135000.0,2.0,1.0,0.27,South Haven,559.0
155000.0,2.0,2.0,0.05,Cold Spring,1112.0
175000.0,4.0,1.0,0.18,Cold Spring,2002.0
299900.0,3.0,2.0,0.35,Cold Spring,2860.0
420000.0,2.0,2.0,0.43,Cold Spring,2020.0
399900.0,3.0,2.0,0.54,South Haven,2440.0
132500.0,3.0,2.0,0.32,Watkins,1536.0
169900.0,2.0,1.0,0.17,Rockville,1536.0
245000.0,3.0,2.0,0.06,Elk River,1737.0
269900.0,2.0,3.0,0.05,Elk River,1742.0
249900.0,3.0,3.0,0.03,Elk River,1391.0
235900.0,2.0,2.0,0.03,Elk River,1438.0
329900.0,4.0,2.0,0.44,Elk River,2049.0
286900.0,4.0,2.0,0.32,Elk River,1630.0
237500.0,2.0,3.0,0.03,Elk River,1514.0
319900.0,3.0,3.0,0.37,Elk River,1976.0
449900.0,4.0,4.0,0.26,Elk River,3105.0
389990.0,4.0,2.0,0.6,Elk River,2620.0
369900.0,4.0,2.0,0.28,Elk River,2041.0
339900.0,4.0,2.0,0.25,Elk River,2142.0
450000.0,3.0,3.0,0.31,Otsego,2144.0
515000.0,4.0,3.0,0.39,Otsego,3507.0
394000.0,3.0,2.0,0.21,Elk River,2569.0
399500.0,3.0,2.0,0.19,Elk River,1950.0
459420.0,4.0,3.0,0.22,Elk River,2179.0
504900.0,4.0,3.0,0.33,Otsego,3386.0
419900.0,4.0,3.0,0.24,Otsego,1988.0
509535.0,4.0,3.0,0.31,Otsego,3862.0
590785.0,5.0,4.0,0.6,Elk River,3512.0
89900.0,3.0,1.0,0.26,Renville,1670.0
297000.0,4.0,3.0,0.25,Elk River,3308.0
424900.0,4.0,2.0,0.64,Elk River,3693.0
475000.0,5.0,4.0,0.3,Elk River,3780.0
425000.0,4.0,4.0,0.28,Elk River,2941.0
429900.0,5.0,3.0,0.45,Elk River,3015.0
390000.0,3.0,3.0,0.22,Otsego,2064.0
445000.0,3.0,2.0,0.3,Otsego,3138.0
399000.0,4.0,3.0,0.23,Elk River,2195.0
409500.0,4.0,3.0,0.24,Otsego,3101.0
400000.0,5.0,3.0,0.29,Elk River,2624.0
469000.0,4.0,3.0,0.24,Otsego,3356.0
349900.0,3.0,2.0,0.28,Elk River,2596.0
550000.0,4.0,3.0,0.18,Medina,3465.0
724900.0,5.0,4.0,0.25,Medina,4043.0
664900.0,4.0,4.0,0.26,Corcoran,3645.0
620000.0,3.0,3.0,0.22,Medina,2838.0
635888.0,3.0,3.0,0.17,Corcoran,3191.0
399000.0,3.0,2.0,0.46,Shorewood,1773.0
429900.0,4.0,2.0,0.49,Shorewood,2518.0
599000.0,2.0,1.0,0.1,Excelsior,1105.0
649000.0,4.0,4.0,0.19,Minnetrista,4362.0
1350000.0,4.0,4.0,0.15,Excelsior,2785.0
410000.0,3.0,3.0,0.04,Minnetrista,2336.0
419000.0,3.0,3.0,0.04,Minnetrista,2336.0
529900.0,3.0,3.0,0.16,Shorewood,2719.0
575000.0,3.0,4.0,0.06,Shorewood,3472.0
699900.0,5.0,4.0,0.3,Minnetrista,4090.0
1450000.0,3.0,4.0,0.12,Excelsior,3848.0
695000.0,4.0,3.0,0.21,Minnetrista,3205.0
1169725.0,3.0,3.0,0.23,Victoria,3673.0
1499999.0,3.0,4.0,0.42,Excelsior,3844.0
1231395.0,3.0,3.0,0.23,Victoria,3880.0
199900.0,3.0,3.0,0.03,Hopkins,1323.0
299900.0,3.0,2.0,0.23,Eden Prairie,1614.0
379900.0,4.0,2.0,0.27,Eden Prairie,2038.0
475000.0,5.0,2.0,0.38,Eden Prairie,2228.0
475000.0,5.0,3.0,0.33,Eden Prairie,2292.0
439900.0,4.0,2.0,0.23,Eden Prairie,1657.0
439900.0,3.0,2.0,0.55,Eden Prairie,2234.0
549900.0,5.0,3.0,0.39,Eden Prairie,2950.0
499000.0,5.0,4.0,0.43,Eden Prairie,3220.0
470000.0,3.0,3.0,0.1,Eden Prairie,2580.0
524900.0,2.0,3.0,0.07,Eden Prairie,2644.0
750000.0,4.0,3.0,0.5,Eden Prairie,4060.0
610000.0,4.0,4.0,0.24,Eden Prairie,3493.0
475000.0,3.0,4.0,0.35,Eden Prairie,2072.0
289900.0,4.0,2.0,0.38,Howard Lake,2526.0
195000.0,3.0,2.0,0.25,Howard Lake,2155.0
249900.0,2.0,2.0,0.15,Howard Lake,1116.0
269900.0,5.0,2.0,0.28,Howard Lake,2068.0
379900.0,3.0,2.0,0.29,Howard Lake,2430.0
349900.0,4.0,3.0,0.22,Howard Lake,2236.0
374900.0,4.0,3.0,0.28,Howard Lake,2533.0
219900.0,2.0,3.0,0.23,Howard Lake,2112.0
264999.0,3.0,2.0,0.03,Waconia,1445.0
469000.0,4.0,3.0,0.43,Elk River,3323.0
299999.0,2.0,2.0,0.08,Elk River,1500.0
295000.0,3.0,2.0,0.24,Elk River,1972.0
580000.0,4.0,3.0,0.27,Otsego,2740.0
325000.0,2.0,1.0,0.4,Elk River,2182.0
225000.0,2.0,2.0,0.02,Elk River,1222.0
575000.0,4.0,3.0,0.52,Elk River,4058.0
195000.0,2.0,2.0,0.01,Otsego,928.0
399900.0,4.0,3.0,0.22,Otsego,3976.0
454900.0,4.0,4.0,0.33,Elk River,3502.0
400000.0,3.0,3.0,0.32,Otsego,2406.0
410000.0,5.0,4.0,0.29,Elk River,3020.0
454560.0,4.0,3.0,0.19,Elk River,1989.0
375000.0,2.0,2.0,0.25,Elk River,1815.0
375000.0,5.0,3.0,0.28,Elk River,2311.0
385000.0,3.0,2.0,0.21,Elk River,1534.0
384900.0,4.0,3.0,0.26,Kimball,3108.0
349900.0,4.0,3.0,0.25,Kimball,2236.0
499900.0,4.0,3.0,0.53,Hanover,2686.0
469390.0,4.0,3.0,0.23,Hanover,2511.0
350000.0,3.0,2.0,0.33,Hanover,2250.0
464900.0,4.0,4.0,0.31,Hanover,3120.0
575000.0,4.0,3.0,0.28,Hanover,4342.0
450000.0,4.0,3.0,0.48,Hanover,2277.0
387900.0,2.0,2.0,0.07,Hanover,2426.0
437900.0,3.0,2.0,0.07,Hanover,2834.0
309900.0,2.0,2.0,0.05,Minnetonka,1352.0
399999.0,4.0,2.0,0.24,Minnetonka,2344.0
425000.0,4.0,3.0,0.39,Minnetonka,2075.0
594900.0,4.0,3.0,0.62,Minnetonka,2830.0
230000.0,2.0,2.0,0.03,Minnetonka,1412.0
700000.0,4.0,4.0,0.57,Minnetonka,3914.0
1199999.0,4.0,4.0,0.47,Minnetonka,1600.0
700000.0,4.0,4.0,0.7,Minnetonka,3452.0
499900.0,4.0,3.0,0.22,Eden Prairie,3784.0
825000.0,4.0,4.0,0.31,Eden Prairie,4446.0
779900.0,5.0,4.0,0.51,Eden Prairie,3590.0
980000.0,2.0,2.0,0.28,Eden Prairie,2930.0
479900.0,4.0,3.0,0.52,Cold Spring,3688.0
425000.0,2.0,2.0,0.34,Richmond,1697.0
275000.0,3.0,2.0,0.57,South Haven,1568.0
484900.0,2.0,1.0,0.29,South Haven,1326.0
599900.0,5.0,4.0,0.53,Eden Prairie,3742.0
594000.0,5.0,4.0,0.4,Eden Prairie,3874.0
555000.0,4.0,4.0,0.28,Eden Prairie,3098.0
299900.0,4.0,2.0,0.25,Waverly,2184.0
525000.0,5.0,4.0,0.47,Saint Bonifacius,3549.0
516490.0,4.0,3.0,0.25,Hanover,2871.0
225000.0,2.0,2.0,0.03,Waconia,1037.0
329900.0,3.0,2.0,0.32,Waconia,1901.0
389900.0,4.0,2.0,0.24,Waconia,1831.0
375000.0,4.0,2.0,0.23,Waconia,1808.0
369000.0,3.0,2.0,0.36,Minnetonka,1933.0
250000.0,2.0,2.0,0.07,Minnetonka,1381.0
769000.0,3.0,3.0,0.16,Minnetonka,3530.0
489000.0,4.0,3.0,0.32,Minnetonka,1989.0
1000000.0,4.0,3.0,0.52,Minnetonka,3816.0
379900.0,4.0,3.0,0.29,Waverly,2036.0
469900.0,4.0,3.0,0.39,Mayer,2832.0
416805.0,3.0,2.0,0.22,Delano,1866.0
811659.0,4.0,3.0,0.35,Minnetrista,4028.0
699458.0,3.0,3.0,0.29,Minnetrista,4028.0
464800.0,2.0,2.0,0.27,Rockford,3168.0
1468195.0,3.0,3.0,0.49,Waconia,3665.0
1376650.0,3.0,3.0,0.49,Waconia,3665.0
599900.0,5.0,4.0,0.35,Waconia,4463.0
389900.0,3.0,3.0,0.36,Saint Bonifacius,2495.0
339900.0,3.0,2.0,0.34,Waverly,2800.0
437500.0,4.0,3.0,0.24,Waconia,3146.0
324900.0,3.0,2.0,0.24,Waverly,2228.0
240000.0,2.0,2.0,0.03,Waconia,1470.0
349900.0,3.0,2.0,0.22,Waverly,1596.0
362900.0,4.0,3.0,0.33,Waverly,1995.0
707910.0,3.0,3.0,0.19,Waconia,2243.0
364900.0,4.0,3.0,0.08,Rockford,2936.0
632690.0,3.0,3.0,0.19,Waconia,2243.0
377900.0,5.0,3.0,0.3,Waverly,2253.0
314900.0,2.0,2.0,0.21,Waverly,1481.0
1050630.0,4.0,3.0,0.19,Waconia,3983.0
994385.0,4.0,3.0,0.19,Waconia,3983.0
190000.0,3.0,2.0,0.34,Waverly,1624.0
249900.0,4.0,2.0,0.36,Winsted,2016.0
361000.0,4.0,2.0,0.24,Waverly,1995.0
394990.0,4.0,3.0,0.3,Waverly,3260.0
399900.0,3.0,4.0,0.32,Watertown,3150.0
324900.0,3.0,2.0,0.3,Watertown,1885.0
340000.0,3.0,2.0,0.34,Waverly,2228.0
323900.0,3.0,2.0,0.11,Montrose,1975.0
385000.0,5.0,3.0,0.34,Saint Bonifacius,2646.0
615000.0,4.0,3.0,0.24,Waconia,3538.0
485000.0,5.0,4.0,0.26,Waconia,3313.0
599999.0,5.0,4.0,0.28,Waconia,3536.0
359900.0,4.0,3.0,0.18,Waverly,2320.0
350000.0,3.0,2.0,0.36,Waverly,1780.0
279900.0,5.0,3.0,0.18,Saint Bonifacius,2618.0
300000.0,3.0,1.0,0.26,Mayer,1972.0
289000.0,5.0,3.0,0.19,Waconia,3547.0
344900.0,3.0,2.0,0.29,Waverly,1400.0
255000.0,4.0,2.0,0.25,Montrose,1653.0
229900.0,3.0,2.0,0.07,Winsted,2048.0
329900.0,4.0,2.0,0.43,Montrose,2200.0
345900.0,3.0,2.0,0.25,Waverly,2228.0
389900.0,4.0,2.0,0.35,Watertown,2892.0
377900.0,5.0,3.0,0.34,Waverly,2524.0
459900.0,4.0,3.0,0.22,Waverly,3517.0
399900.0,4.0,3.0,0.27,Waverly,2728.0
425000.0,5.0,4.0,0.25,Mayer,3387.0
399900.0,3.0,2.0,0.36,Saint Bonifacius,2349.0
269900.0,4.0,2.0,0.26,Winsted,2500.0
449900.0,5.0,3.0,0.34,Rockford,4321.0
254900.0,4.0,2.0,0.07,Winsted,2240.0
323900.0,3.0,2.0,0.11,Montrose,1975.0
335900.0,3.0,3.0,0.06,Mayer,2240.0
329900.0,3.0,2.0,0.23,Waverly,2724.0
240000.0,2.0,1.0,0.26,Waverly,1867.0
279500.0,4.0,2.0,0.21,Waverly,3793.0
335900.0,4.0,3.0,0.24,Montrose,2479.0
348900.0,3.0,2.0,0.36,Waverly,2800.0
270000.0,4.0,4.0,0.05,Rockford,2558.0
1500000.0,4.0,3.0,0.39,Waconia,2779.0
424900.0,3.0,4.0,0.5,Saint Bonifacius,2291.0
679000.0,3.0,2.0,0.28,Delano,1744.0
479900.0,4.0,3.0,0.3,Minnetrista,2800.0
629000.0,5.0,3.0,0.28,Delano,1744.0
209900.0,3.0,2.0,0.12,Winsted,2175.0
335000.0,4.0,3.0,0.32,Watertown,2666.0
309900.0,3.0,2.0,0.48,Rockford,2072.0
229900.0,4.0,2.0,0.06,Montrose,2344.0
367900.0,4.0,3.0,0.28,Waverly,1994.0
389900.0,5.0,3.0,0.49,Waverly,2253.0
344900.0,3.0,2.0,0.09,Watertown,2099.0
344900.0,3.0,2.0,0.08,Watertown,2099.0
346900.0,3.0,2.0,0.09,Watertown,2099.0
392900.0,3.0,2.0,0.31,Mayer,2167.0
389900.0,3.0,2.0,0.27,Mayer,2167.0
300000.0,4.0,2.0,0.28,Rockford,1814.0
270000.0,3.0,2.0,0.29,Waverly,1944.0
385000.0,4.0,3.0,0.36,Watertown,3124.0
399000.0,4.0,3.0,0.4,Saint Bonifacius,2880.0
279000.0,3.0,2.0,0.45,Long Lake,1665.0
379500.0,4.0,2.0,0.28,Long Lake,1942.0
424900.0,3.0,2.0,0.5,Orono,1849.0
429000.0,2.0,1.0,0.29,Orono,800.0
699900.0,4.0,4.0,0.37,Long Lake,3024.0
499000.0,3.0,3.0,0.04,Orono,2380.0
1500000.0,3.0,3.0,0.25,Long Lake,3300.0
427000.0,3.0,3.0,0.28,Loretto,2272.0
275000.0,3.0,2.0,0.53,Independence,1296.0
239000.0,3.0,1.0,0.28,Maple Lake,2877.0
200000.0,2.0,2.0,0.17,Maple Lake,2544.0
299900.0,4.0,2.0,0.3,Maple Lake,1972.0
290000.0,4.0,2.0,0.29,Maple Lake,2020.0
215000.0,3.0,2.0,0.33,Maple Lake,2224.0
327900.0,2.0,2.0,0.08,Maple Lake,1677.0
1348000.0,3.0,3.0,0.57,Maple Lake,3075.0
239900.0,4.0,2.0,0.28,Maple Lake,1610.0
489900.0,2.0,2.0,0.49,Maple Lake,1620.0
750000.0,4.0,3.0,0.51,Maple Lake,2984.0
349900.0,2.0,2.0,0.08,Maple Lake,1677.0
539900.0,5.0,4.0,0.24,Waconia,2896.0
399900.0,3.0,2.0,0.13,Medina,2055.0
350000.0,3.0,2.0,0.3,Maple Plain,1099.0
579000.0,3.0,3.0,0.25,Medina,2622.0
850000.0,4.0,4.0,0.65,Orono,3662.0
939000.0,4.0,3.0,0.69,Medina,4276.0
249900.0,2.0,2.0,0.18,Orono,1244.0
330000.0,4.0,2.0,0.28,Monticello,1835.0
269900.0,3.0,2.0,0.38,Monticello,2360.0
275000.0,3.0,2.0,0.28,Monticello,1679.0
539000.0,4.0,3.0,0.58,Monticello,4008.0
250000.0,3.0,1.0,0.25,Monticello,1208.0
220000.0,2.0,1.0,0.25,Monticello,1685.0
340000.0,3.0,2.0,0.27,Monticello,1464.0
350000.0,4.0,2.0,0.29,Monticello,2304.0
275000.0,3.0,2.0,0.19,Monticello,1984.0
349000.0,4.0,3.0,0.23,Monticello,2600.0
240000.0,2.0,2.0,0.04,Monticello,1776.0
475000.0,5.0,4.0,0.49,Monticello,3146.0
236000.0,2.0,2.0,0.04,Monticello,1588.0
319900.0,4.0,2.0,0.28,Monticello,2214.0
475000.0,4.0,3.0,0.11,Otsego,2700.0
337900.0,4.0,2.0,0.28,Monticello,1948.0
545000.0,3.0,2.0,0.52,Monticello,1708.0
599000.0,4.0,4.0,0.28,Otsego,3702.0
219900.0,2.0,1.0,0.04,Monticello,910.0
335000.0,3.0,2.0,0.28,Monticello,2082.0
277900.0,2.0,1.0,0.04,Monticello,1751.0
277900.0,2.0,1.0,0.04,Monticello,1751.0
277900.0,2.0,1.0,0.04,Monticello,1751.0
274900.0,2.0,1.0,0.04,Monticello,1091.0
274900.0,2.0,1.0,0.04,Monticello,1751.0
469900.0,4.0,3.0,0.3,Watertown,3036.0
265000.0,3.0,4.0,0.23,Watertown,2322.0
279900.0,3.0,1.0,0.29,Rockford,2310.0
704900.0,3.0,4.0,0.45,Waconia,4328.0
312500.0,5.0,3.0,0.27,Montrose,2460.0
425000.0,4.0,3.0,0.37,Rockford,3250.0
425778.0,3.0,3.0,0.25,Rockford,1813.0
369900.0,4.0,3.0,0.22,Watertown,2946.0
447687.0,4.0,3.0,0.25,Rockford,3044.0
550000.0,5.0,4.0,0.41,Minnetrista,3761.0
509900.0,5.0,3.0,0.34,Minnetrista,3511.0
325000.0,3.0,2.0,0.15,Mound,2473.0
269995.0,2.0,1.0,0.29,Mound,2128.0
399700.0,4.0,2.0,0.37,Mound,2288.0
499000.0,4.0,4.0,0.53,Mound,3707.0
199900.0,3.0,1.0,0.25,Mound,1196.0
259000.0,2.0,1.0,0.21,Mound,1893.0
430000.0,3.0,2.0,0.34,Mound,2008.0
514900.0,5.0,4.0,0.28,Mound,3195.0
300000.0,2.0,1.0,0.24,Mound,1425.0
575000.0,4.0,3.0,0.26,Minnetrista,3608.0
600000.0,4.0,3.0,0.36,Minnetrista,3750.0
450000.0,4.0,2.0,0.24,Mound,1932.0
559900.0,4.0,3.0,0.19,Minnetrista,2439.0
849900.0,4.0,2.0,0.28,Mound,2091.0
910000.0,4.0,3.0,0.41,Mound,3087.0
585000.0,4.0,3.0,0.39,Mound,1979.0
1250000.0,3.0,3.0,0.19,Mound,2524.0
995000.0,5.0,4.0,0.27,Mound,3367.0
1200000.0,3.0,3.0,0.21,Mound,4353.0
2395000.0,3.0,3.0,0.7,Minnetrista,3105.0
534900.0,5.0,4.0,0.22,Waconia,2947.0
215000.0,3.0,2.0,0.03,New Prague,1361.0
499000.0,3.0,4.0,0.25,Medina,3185.0
385000.0,3.0,3.0,0.52,Medina,2998.0
549900.0,4.0,4.0,0.25,Medina,3564.0
499990.0,2.0,2.0,0.18,Corcoran,1890.0
526440.0,3.0,3.0,0.17,Corcoran,2604.0
495000.0,3.0,3.0,0.55,Maple Grove,3500.0
599000.0,4.0,3.0,0.21,Dayton,3856.0
395000.0,3.0,3.0,0.05,Maple Grove,1860.0
324900.0,4.0,3.0,0.56,Rockford,2673.0
299900.0,3.0,2.0,0.57,Princeton,1956.0
325000.0,4.0,2.0,0.28,Princeton,2326.0
389900.0,4.0,2.0,0.46,Prior Lake,2016.0
399900.0,4.0,3.0,0.28,Prior Lake,2516.0
1200000.0,4.0,3.0,0.34,Prior Lake,3056.0
800000.0,3.0,3.0,0.12,Prior Lake,2150.0
349900.0,4.0,3.0,0.32,Rockford,1953.0
249900.0,3.0,3.0,0.06,Rockford,2640.0
346900.0,2.0,3.0,0.06,Greenfield,2096.0
332500.0,2.0,3.0,0.06,Greenfield,2096.0
409900.0,3.0,2.0,0.41,Rogers,2972.0
499900.0,4.0,3.0,0.33,Otsego,3694.0
399900.0,4.0,3.0,0.36,Rogers,2680.0
250000.0,3.0,3.0,0.06,Rogers,1000.0
325000.0,4.0,2.0,0.27,Monticello,2250.0
349000.0,4.0,3.0,0.48,Monticello,2150.0
330000.0,3.0,2.0,0.31,Monticello,1872.0
270000.0,4.0,2.0,0.31,Monticello,2206.0
440000.0,3.0,4.0,0.5,Monticello,3028.0
300000.0,4.0,3.0,0.22,Monticello,2676.0
305000.0,4.0,2.0,0.37,Monticello,1559.0
349900.0,4.0,2.0,0.31,Monticello,2424.0
280000.0,5.0,2.0,0.38,Monticello,2288.0
309900.0,3.0,2.0,0.56,Monticello,1920.0
295000.0,4.0,2.0,0.32,Monticello,2030.0
465000.0,4.0,4.0,0.28,Monticello,3408.0
319900.0,2.0,3.0,0.06,Monticello,2816.0
269900.0,2.0,1.0,0.04,Monticello,1751.0
269900.0,2.0,1.0,0.04,Monticello,1751.0
264900.0,2.0,1.0,0.04,Monticello,1751.0
264900.0,2.0,1.0,0.04,Monticello,1751.0
267900.0,2.0,1.0,0.04,Monticello,1751.0
299900.0,3.0,2.0,0.05,Monticello,2099.0
274900.0,2.0,1.0,0.04,Monticello,1751.0
295900.0,3.0,2.0,0.05,Monticello,2099.0
297900.0,3.0,2.0,0.05,Monticello,2099.0
299900.0,3.0,2.0,0.05,Monticello,2099.0
266900.0,2.0,1.0,0.04,Monticello,1751.0
297900.0,3.0,2.0,0.05,Monticello,2099.0
